,Hardware features - DS8000,,,,,,,,
,MT,Model,Feature,Feature Description (30 char max),License Value Override,Licensed Function Indicator,IGF Transaction Indicator,CoD Machine Indicator,CoD Activation Period
,2424.0,931.0,0901,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,365.0
,2424.0,931.0,0902,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,365.0
,2424.0,931.0,0903,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,730.0
,2424.0,931.0,0904,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,3650.0
,2424.0,931.0,7000.0,OEL inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7001.0,OEL 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7002.0,OEL 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7003.0,OEL 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7004.0,OEL 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7005.0,OEL 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7010.0,OEL 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7015.0,OEL 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7070.0,TP indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7080.0,DB protection indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7090.0,FICON / ESCON indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7092.0,zHPF indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7200.0,PTC inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7201.0,PTC 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7202.0,PTC 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7203.0,PTC 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7204.0,PTC 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7205.0,PTC 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7210.0,PTC 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7215.0,PTC 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7230.0,PTC add-on inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7231.0,PTC add-on 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7232.0,PTC add-on 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7233.0,PTC add-on 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7234.0,PTC add-on 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7235.0,PTC add-on 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7240.0,PTC add-on 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7245.0,PTC add-on 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7300.0,SE inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7301.0,SE 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7302.0,SE 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7303.0,SE 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7304.0,SE 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7305.0,SE 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7310.0,SE 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7315.0,SE 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7330.0,SE add-on inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7331.0,SE add-on 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7332.0,SE add-on 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7333.0,SE add-on 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7334.0,SE add-on 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7335.0,SE add-on 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7340.0,SE add-on 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7345.0,SE add-on 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7420.0,MGM inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7421.0,MGM 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7422.0,MGM 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7423.0,MGM 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7424.0,MGM 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7425.0,MGM 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7430.0,MGM 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7435.0,MGM 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7440.0,MM inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7441.0,MM 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7442.0,MM 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7443.0,MM 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7444.0,MM 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7445.0,MM 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7450.0,MM 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7455.0,MM 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7460.0,GM inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7461.0,GM 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7462.0,GM 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7463.0,GM 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7464.0,GM 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7465.0,GM 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7470.0,GM 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7475.0,GM 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7540.0,MM add-on inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7541.0,MM add-on 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7542.0,MM add-on 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7543.0,MM add-on 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7544.0,MM add-on 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7545.0,MM add-on 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7550.0,MM add-on 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7555.0,MM add-on 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7560.0,GM add-on inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7561.0,GM add-on 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7562.0,GM add-on 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7563.0,GM add-on 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7564.0,GM add-on 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7565.0,GM add-on 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7570.0,GM add-on 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7575.0,GM add-on 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7600.0,RMZ inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7601.0,RMZ 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7602.0,RMZ 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7603.0,RMZ 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7604.0,RMZ 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7605.0,RMZ 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7610.0,RMZ 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7615.0,RMZ 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7630.0,RMZ resync inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7631.0,RMZ resync 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7632.0,RMZ resync 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7633.0,RMZ resync 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7634.0,RMZ resync 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7635.0,RMZ resync 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7640.0,RMZ resync 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7645.0,RMZ resync 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7800.0,PAV inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7801.0,PAV 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7802.0,PAV 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7803.0,PAV 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7804.0,PAV 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7805.0,PAV 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7810.0,PAV 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7815.0,PAV 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,931.0,7899.0,HyperPAV indicator,FALSE,TRUE,TRUE,FALSE,
,2107.0,932.0,0700,OEL indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0702,FICON / ESCON indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0707,TP indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0708,DB protection indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0709,zHPF indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0720,PTC indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0723,PTC add-on indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0730,SE indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0733,SE add-on indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0742,MGM indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0744,MM indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0746,GM indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0754,MM add-on indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0756,GM add-on indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0760,RMZ indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0763,RMZ resync indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0780,PAV indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0782,HyperPAV indicator,FALSE,TRUE,FALSE,FALSE,
,2107.0,932.0,0900,Non-Standby CoD,FALSE,FALSE,FALSE,FALSE,
,2107.0,932.0,0901,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,365.0
,2107.0,932.0,0902,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,365.0
,2107.0,932.0,0903,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,730.0
,2107.0,932.0,0904,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,3650.0
,2107.0,932.0,7000.0,IGF transaction: OEL,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7001.0,IGF transaction: OEL,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7002.0,IGF transaction: OEL,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7003.0,IGF transaction: OEL,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7004.0,IGF transaction: OEL,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7005.0,IGF transaction: OEL,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7010.0,IGF transaction: OEL,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7015.0,IGF transaction: OEL,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7070.0,IGF transaction: TP,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7080.0,IGF transaction: DB protect,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7090.0,IGF transaction: FICON / ESCON,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7092.0,IGF transaction: zHPF,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7200.0,IGF transaction: PTC,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7201.0,IGF transaction: PTC,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7202.0,IGF transaction: PTC,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7203.0,IGF transaction: PTC,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7204.0,IGF transaction: PTC,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7205.0,IGF transaction: PTC,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7210.0,IGF transaction: PTC,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7215.0,IGF transaction: PTC,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7230.0,IGF transaction: PTC add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7231.0,IGF transaction: PTC add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7232.0,IGF transaction: PTC add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7233.0,IGF transaction: PTC add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7234.0,IGF transaction: PTC add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7235.0,IGF transaction: PTC add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7240.0,IGF transaction: PTC add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7245.0,IGF transaction: PTC add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7300.0,IGF transaction: SE,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7301.0,IGF transaction: SE,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7302.0,IGF transaction: SE,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7303.0,IGF transaction: SE,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7304.0,IGF transaction: SE,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7305.0,IGF transaction: SE,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7310.0,IGF transaction: SE,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7315.0,IGF transaction: SE,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7330.0,IGF transaction: SE add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7331.0,IGF transaction: SE add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7332.0,IGF transaction: SE add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7333.0,IGF transaction: SE add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7334.0,IGF transaction: SE add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7335.0,IGF transaction: SE add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7340.0,IGF transaction: SE add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7345.0,IGF transaction: SE add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7420.0,IGF transaction: MGM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7421.0,IGF transaction: MGM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7422.0,IGF transaction: MGM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7423.0,IGF transaction: MGM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7424.0,IGF transaction: MGM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7425.0,IGF transaction: MGM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7430.0,IGF transaction: MGM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7435.0,IGF transaction: MGM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7440.0,IGF transaction: MM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7441.0,IGF transaction: MM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7442.0,IGF transaction: MM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7443.0,IGF transaction: MM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7444.0,IGF transaction: MM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7445.0,IGF transaction: MM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7450.0,IGF transaction: MM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7455.0,IGF transaction: MM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7460.0,IGF transaction: GM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7461.0,IGF transaction: GM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7462.0,IGF transaction: GM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7463.0,IGF transaction: GM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7464.0,IGF transaction: GM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7465.0,IGF transaction: GM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7470.0,IGF transaction: GM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7475.0,IGF transaction: GM,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7540.0,IGF transaction: MM add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7541.0,IGF transaction: MM add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7542.0,IGF transaction: MM add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7543.0,IGF transaction: MM add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7544.0,IGF transaction: MM add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7545.0,IGF transaction: MM add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7550.0,IGF transaction: MM add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7555.0,IGF transaction: MM add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7560.0,IGF transaction: GM add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7561.0,IGF transaction: GM add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7562.0,IGF transaction: GM add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7563.0,IGF transaction: GM add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7564.0,IGF transaction: GM add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7565.0,IGF transaction: GM add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7570.0,IGF transaction: GM add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7575.0,IGF transaction: GM add-on,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7600.0,IGF transaction: RMZ,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7601.0,IGF transaction: RMZ,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7602.0,IGF transaction: RMZ,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7603.0,IGF transaction: RMZ,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7604.0,IGF transaction: RMZ,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7605.0,IGF transaction: RMZ,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7610.0,IGF transaction: RMZ,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7615.0,IGF transaction: RMZ,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7630.0,IGF transaction: RMZ resync,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7631.0,IGF transaction: RMZ resync,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7632.0,IGF transaction: RMZ resync,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7633.0,IGF transaction: RMZ resync,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7634.0,IGF transaction: RMZ resync,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7635.0,IGF transaction: RMZ resync,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7640.0,IGF transaction: RMZ resync,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7645.0,IGF transaction: RMZ resync,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7800.0,IGF transaction: PAV,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7801.0,IGF transaction: PAV,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7802.0,IGF transaction: PAV,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7803.0,IGF transaction: PAV,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7804.0,IGF transaction: PAV,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7805.0,IGF transaction: PAV,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7810.0,IGF transaction: PAV,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7815.0,IGF transaction: PAV,FALSE,FALSE,TRUE,FALSE,
,2107.0,932.0,7899.0,IGF transaction: HyperPAV,FALSE,FALSE,TRUE,FALSE,
,2421.0,932.0,0900,Non-Standby CoD,FALSE,FALSE,FALSE,FALSE,
,2421.0,932.0,0901,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,365.0
,2421.0,932.0,0902,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,365.0
,2421.0,932.0,0903,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,730.0
,2421.0,932.0,0904,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,3650.0
,2421.0,932.0,7000.0,OEL inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7001.0,OEL 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7002.0,OEL 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7003.0,OEL 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7004.0,OEL 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7005.0,OEL 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7010.0,OEL 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7015.0,OEL 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7070.0,TP indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7080.0,DB protection indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7090.0,FICON / ESCON indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7092.0,zHPF indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7200.0,PTC inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7201.0,PTC 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7202.0,PTC 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7203.0,PTC 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7204.0,PTC 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7205.0,PTC 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7210.0,PTC 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7215.0,PTC 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7230.0,PTC add-on inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7231.0,PTC add-on 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7232.0,PTC add-on 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7233.0,PTC add-on 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7234.0,PTC add-on 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7235.0,PTC add-on 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7240.0,PTC add-on 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7245.0,PTC add-on 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7300.0,SE inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7301.0,SE 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7302.0,SE 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7303.0,SE 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7304.0,SE 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7305.0,SE 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7310.0,SE 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7315.0,SE 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7330.0,SE add-on inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7331.0,SE add-on 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7332.0,SE add-on 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7333.0,SE add-on 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7334.0,SE add-on 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7335.0,SE add-on 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7340.0,SE add-on 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,932.0,7345.0,SE add-on 200TB indicator,FALSE,TRUE,TRUE,FALSE,
