,Hardware features - DS8000,,,,,,,,
,MT,Model,Feature,Feature Description (30 char max),License Value Override,Licensed Function Indicator,IGF Transaction Indicator,CoD Machine Indicator,CoD Activation Period
,2422.0,941.0,7482.0,MGM 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7483.0,MGM 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7484.0,MGM 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7485.0,MGM 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7490.0,MGM 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7500.0,MM inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7501.0,MM 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7502.0,MM 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7503.0,MM 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7504.0,MM 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7505.0,MM 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7510.0,MM 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7520.0,GM inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7521.0,GM 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7522.0,GM 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7523.0,GM 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7524.0,GM 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7525.0,GM 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7530.0,GM 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7650.0,RMZ inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7651.0,RMZ 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7652.0,RMZ 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7653.0,RMZ 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7654.0,RMZ 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7655.0,RMZ 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7660.0,RMZ 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7680.0,RMZ resync inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7681.0,RMZ resync 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7682.0,RMZ resync 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7683.0,RMZ resync 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7684.0,RMZ resync 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7685.0,RMZ resync 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7690.0,RMZ resync 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7820.0,PAV inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7821.0,PAV 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7822.0,PAV 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7823.0,PAV 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7824.0,PAV 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7825.0,PAV 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7830.0,PAV 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7840.0,I/O Priority inact indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7841.0,I/O Priority 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7842.0,I/O Priority 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7843.0,I/O Priority 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7844.0,I/O Priority 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7845.0,I/O Priority 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7850.0,I/O Priority 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2422.0,941.0,7899.0,HyperPAV indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,0900,Non-Standby CoD,FALSE,FALSE,FALSE,FALSE,
,2423.0,941.0,0901,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,365.0
,2423.0,941.0,0902,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,365.0
,2423.0,941.0,0903,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,730.0
,2423.0,941.0,0904,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,3650.0
,2423.0,941.0,7030.0,OEL inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7031.0,OEL 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7032.0,OEL 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7033.0,OEL 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7034.0,OEL 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7035.0,OEL 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7040.0,OEL 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7045.0,OEL 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7071.0,TP indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7080.0,DB protection indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7083.0,Easy Tier indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7091.0,FICON / ESCON indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7092.0,zHPF indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7094.0,z/OS dis data backup indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7250.0,PTC inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7251.0,PTC 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7252.0,PTC 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7253.0,PTC 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7254.0,PTC 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7255.0,PTC 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7260.0,PTC 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7350.0,SE inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7351.0,SE 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7352.0,SE 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7353.0,SE 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7354.0,SE 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7355.0,SE 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7360.0,SE 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7480.0,MGM inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7481.0,MGM 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7482.0,MGM 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7483.0,MGM 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7484.0,MGM 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7485.0,MGM 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7490.0,MGM 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7500.0,MM inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7501.0,MM 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7502.0,MM 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7503.0,MM 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7504.0,MM 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7505.0,MM 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7510.0,MM 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7520.0,GM inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7521.0,GM 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7522.0,GM 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7523.0,GM 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7524.0,GM 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7525.0,GM 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7530.0,GM 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7650.0,RMZ inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7651.0,RMZ 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7652.0,RMZ 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7653.0,RMZ 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7654.0,RMZ 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7655.0,RMZ 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7660.0,RMZ 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7680.0,RMZ resync inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7681.0,RMZ resync 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7682.0,RMZ resync 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7683.0,RMZ resync 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7684.0,RMZ resync 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7685.0,RMZ resync 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7690.0,RMZ resync 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7820.0,PAV inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7821.0,PAV 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7822.0,PAV 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7823.0,PAV 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7824.0,PAV 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7825.0,PAV 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7830.0,PAV 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7840.0,I/O Priority inact indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7841.0,I/O Priority 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7842.0,I/O Priority 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7843.0,I/O Priority 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7844.0,I/O Priority 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7845.0,I/O Priority 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7850.0,I/O Priority 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2423.0,941.0,7899.0,HyperPAV indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,0900,Non-Standby CoD,FALSE,FALSE,FALSE,FALSE,
,2424.0,941.0,0901,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,365.0
,2424.0,941.0,0902,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,365.0
,2424.0,941.0,0903,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,730.0
,2424.0,941.0,0904,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,3650.0
,2424.0,941.0,7030.0,OEL inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7031.0,OEL 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7032.0,OEL 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7033.0,OEL 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7034.0,OEL 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7035.0,OEL 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7040.0,OEL 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7045.0,OEL 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7071.0,TP indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7080.0,DB protection indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7083.0,Easy Tier indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7091.0,FICON / ESCON indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7092.0,zHPF indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7094.0,z/OS dis data backup indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7250.0,PTC inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7251.0,PTC 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7252.0,PTC 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7253.0,PTC 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7254.0,PTC 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7255.0,PTC 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7260.0,PTC 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7350.0,SE inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7351.0,SE 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7352.0,SE 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7353.0,SE 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7354.0,SE 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7355.0,SE 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7360.0,SE 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7480.0,MGM inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7481.0,MGM 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7482.0,MGM 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7483.0,MGM 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7484.0,MGM 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7485.0,MGM 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7490.0,MGM 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7500.0,MM inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7501.0,MM 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7502.0,MM 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7503.0,MM 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7504.0,MM 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7505.0,MM 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7510.0,MM 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7520.0,GM inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7521.0,GM 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7522.0,GM 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7523.0,GM 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7524.0,GM 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7525.0,GM 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7530.0,GM 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7650.0,RMZ inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7651.0,RMZ 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7652.0,RMZ 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7653.0,RMZ 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7654.0,RMZ 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7655.0,RMZ 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7660.0,RMZ 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7680.0,RMZ resync inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7681.0,RMZ resync 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7682.0,RMZ resync 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7683.0,RMZ resync 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7684.0,RMZ resync 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7685.0,RMZ resync 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7690.0,RMZ resync 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7820.0,PAV inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7821.0,PAV 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7822.0,PAV 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7823.0,PAV 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7824.0,PAV 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7825.0,PAV 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7830.0,PAV 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7840.0,I/O Priority inact indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7841.0,I/O Priority 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7842.0,I/O Priority 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7843.0,I/O Priority 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7844.0,I/O Priority 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7845.0,I/O Priority 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7850.0,I/O Priority 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2424.0,941.0,7899.0,HyperPAV indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,0900,Non-Standby CoD,FALSE,FALSE,FALSE,FALSE,
,2421.0,951.0,0901,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,365.0
,2421.0,951.0,0902,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,365.0
,2421.0,951.0,0903,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,730.0
,2421.0,951.0,0904,Standby CoD indicator,TRUE,FALSE,FALSE,TRUE,3650.0
,2421.0,951.0,7030.0,OEL inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7031.0,OEL 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7032.0,OEL 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7033.0,OEL 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7034.0,OEL 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7035.0,OEL 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7040.0,OEL 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7045.0,OEL 200TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7071.0,TP indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7080.0,DB protection indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7083.0,Easy Tier indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7091.0,FICON / ESCON indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7092.0,zHPF indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7094.0,z/OS dis data backup indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7250.0,PTC inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7251.0,PTC 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7252.0,PTC 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7253.0,PTC 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7254.0,PTC 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7255.0,PTC 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7260.0,PTC 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7350.0,SE inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7351.0,SE 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7352.0,SE 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7353.0,SE 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7354.0,SE 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7355.0,SE 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7360.0,SE 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7480.0,MGM inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7481.0,MGM 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7482.0,MGM 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7483.0,MGM 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7484.0,MGM 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7485.0,MGM 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7490.0,MGM 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7500.0,MM inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7501.0,MM 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7502.0,MM 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7503.0,MM 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7504.0,MM 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7505.0,MM 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7510.0,MM 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7520.0,GM inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7521.0,GM 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7522.0,GM 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7523.0,GM 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7524.0,GM 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7525.0,GM 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7530.0,GM 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7650.0,RMZ inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7651.0,RMZ 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7652.0,RMZ 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7653.0,RMZ 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7654.0,RMZ 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7655.0,RMZ 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7660.0,RMZ 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7680.0,RMZ resync inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7681.0,RMZ resync 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7682.0,RMZ resync 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7683.0,RMZ resync 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7684.0,RMZ resync 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7685.0,RMZ resync 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7690.0,RMZ resync 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7820.0,PAV inactive indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7821.0,PAV 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7822.0,PAV 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7823.0,PAV 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7824.0,PAV 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7825.0,PAV 50TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7830.0,PAV 100TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7840.0,I/O Priority inact indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7841.0,I/O Priority 1TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7842.0,I/O Priority 5TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7843.0,I/O Priority 10TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7844.0,I/O Priority 25TB indicator,FALSE,TRUE,TRUE,FALSE,
,2421.0,951.0,7845.0,I/O Priority 50TB indicator,FALSE,TRUE,TRUE,FALSE,
